Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
ectei-paris,ECTEI Paris,ECTEI Paris est une école d'informatique qui propose deux spécialités : Sécurité & Réseaux et Développement Web & Mobilité.,,,,2.3255,48.854591,53 rue de grenelle,75007,Paris,1991,http://www.ectei.fr,,ECTEI,https://www.facebook.com/ITPariseiffel,https://plus.google.com/112133921702655171526,,,École
edupad,EduPad,Edupad édite des applications éducatives pour tablettes et mobiles.,,,,2.38001,48.84967,8 passage Brûlon,75012,Paris,2010,http://www.edupad.com,,itooch,https://www.facebook.com/iToochApps,https://plus.google.com/101193559907616876275,http://www.linkedin.com/company/1542619,,Entreprise
eeleo,eeleo,"eeleo offre des produits et services dans le domaine des télécommunications sans fil, notamment dans les applications à fortes contraintes en termes de consommation d'énergie.",,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.eeleo.com,,,,,http://www.linkedin.com/company/451007,,Entreprise
eemi,EEMI,"L'Ecole Européenne des Métiers de l'Internet propose un cursus sur-mesure pour former à ces métiers : web marketeur, développeur, intégrateur, community manager, web designer, chef de projet, etc.",,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,2011,http://www.eemi.com,,EEMI75,https://www.facebook.com/eemi75,,,,École
efficom-paris,EFFICOM Paris,"EFFICOM Paris propose des formations dans ces domaines : Graphisme & Design, Audiovisuel, Informatique, Web.",,,,2.309655,48.816668,11 rue Camille Pelletan,92120,Montrouge,1988,http://www.efficom.fr,,EFFICOM,https://www.facebook.com/pages/Efficom-Campus-Paris/291693280871530,https://plus.google.com/106227280162989806178,,,École
eforsports,eForSports,eForSports est la première agence de services et conseil spécialisée en billetterie. Notre équipe d’experts guide et accompagne les organisateurs d’événements sportifs ou culturels dans la conception et le déploiement de leur stratégie billetterie.,,,,2.3356246948242188,48.87261892829001,110 rue des Poissonniers,75018,Paris,2011,http://www.eforsports.fr,ines.visinet@eforsports.com,eForSports,https://www.facebook.com/eForSports.community,,http://www.linkedin.com/company/eforsports,,Prestataire
efrei,EFREI,L'Ecole Française d'Electronique et d'Informatique est une école d'ingénieur en informatique et technologies du numérique.,,,,2.36387,48.788502,30 avenue de la République,94800,Villejuif,1957,http://www.efrei.fr,,EFREI_officiel,https://www.facebook.com/pages/EFREI/138311492856959,https://plus.google.com/105312636520781064121,http://www.linkedin.com/company/804961,,École
efrei-entrepreneurs,Efrei Entrepreneurs,"Efrei entrepreneurs propose, en parallèle de l’hébergement et de l’accompagnement, des sessions de formations animées par des professionnels de l’entreprise.",,,,2.363734,48.790393,33 impasse Victor Hugo,94800,Villejuif,,http://incubateur.efrei.fr,,,,,,,Incubateur
egonocast,Egonocast,Egonocast est un éditeur de logiciel pour services de TV interactive.,,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.egonocast.com,,,,,http://www.linkedin.com/company/3165497,,Entreprise
egreen,eGreen,"eGreen est un dispositif innovant, ludique, social et incitatif qui permet de suivre, de comprendre l’évolution de sa consommation énergétique et d’expérimenter des solutions pour la réduire.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2012,http://www.egreen.fr,,JJeGreen,https://www.facebook.com/page.egreen,https://plus.google.com/113505110657667760247,http://www.linkedin.com/company/2601805,,Entreprise
egylis,Egylis,"Egylis est un éditeur de services mobiles à valeur ajoutée pour les entreprises qui propose Move-On, une plateforme qui permet la création, la personnalisation et le déploiement de services mobiles aux équipes nécessitant un accès à l'information critique en temps réel. \nIls sont centrés sur les problématiques de la relation client depuis la conquête de nouveaux clients sur le terrain, la consultation de contenu commerciale, le suivi des forces de vente et le support par les équipes de terrain.\nDisponible A la Demande, la plateforme offre des services prêts à l'emploi et personnalisables sous quelques heures, des outils de reporting et des outils de communication multi-canaux.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2005,http://www.egylis.com,,,,,,,Entreprise
elaia-partners,Elaia Partners,Elaia Partners est une société indépendante de capital investissement focalisée sur l'économie numérique.,,,,2.30638,48.8717,54 rue de Ponthieu,75008,Paris,2002,http://www.elaia.com,,Elaia_Partners,,,http://www.linkedin.com/company/114482,,Investisseur
electrolab,Electrolab,L'Electrolab est un hackerspace dédié aux projets ayant une forte connotation électronique et/ou mécanique.,,,,2.195053,48.894805,75 boulevard du Couchant,92000,Nanterre,,http://www.electrolab.fr,,,,,,,Tiers-lieu
emc-corporation,EMC Corporation,EMC Corporation accompagne les entreprises et les fournisseurs de services dans la transformation de leurs opérations et les aide à gérer l’informatique en tant que service.,,,,2.22014,48.922798,80 quai Voltaire,95876,Bezons,1979,http://france.emc.com,,EMCFrance,https://www.facebook.com/france.emc,https://plus.google.com/106680294390454326955,http://www.linkedin.com/groups/EMC-Corporation-44934,,Entreprise
emencia,Emencia,Emencia est spécialisée dans le déploiement de solutions de gestion de contenu et de plate-formes e-commerce basées sur des serveurs d'application opensource.,,,,2.36876,48.84993,1  rue Lacuée,75012,Paris,2007,http://www.emencia.fr,,emencia,https://www.facebook.com/pages/Emencia/65641325743,https://plus.google.com/u/0/113267675346739612307/,,,Entreprise
empreinte,Empreinte,Empreinte développe et propose une gamme de solutions logicielles et matérielles pour la production richmedia et la diffusion vidéo sur le web et supports mobiles.,,,,2.38001,48.84967,8 passage Brûlon,75012,Paris,1994,http://www.empreinte.com,,,,,,,Entreprise
energiency,Energiency,"Energiency édite un logiciel innovant d’optimisation de la performance énergétique sur web et supports mobiles, avec monitoring, diagnostics, et plan d’actions en continu pour les entreprises et les collectivités.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2013,http://www.energiency.com,,energiency,,,http://www.linkedin.com/company/energiency,,Entreprise
enovance,eNovance,eNovance propose des services d'hébergement et d'infogérance de sites web et applications mobile en s'appuyant sur des technologies Open Source.,,,,2.34012,48.87503,10 rue de la Victoire,75009,Paris,2008,http://www.enovance.com,,enovance,http://www.facebook.com/pages/eNovance/131771443550980,,http://www.linkedin.com/company/enovance,,Entreprise
ensci,ENSCI,L'Ecole Nationale Supérieure de Création Industrielle forme aux métiers du design et propose des spécialisations numériques.,,,,2.36911,48.858429,48 rue Saint Sabin,75011,Paris,1976,http://www.ensci.com,,Ensci_Paris,https://www.facebook.com/pages/ENSCI/65331128640,,http://www.linkedin.com/company/483426,,École
ensea,ENSEA,L'Ecole Nationale Supérieure de l'Electronique et de ses Applications est une école d'ingénieurs généraliste en électronique.,,,,2.071416,49.038837,6 avenue du Ponceau,95000,Cergy,1941,http://www.ensea.fr,,,https://www.facebook.com/pages/Ensea/111176525574157,https://plus.google.com/117631646307508309984,http://www.linkedin.com/company/338739,,École
ensg,ENSG,L'Ecole Nationale des Sciences Géographiques forme à la géomatique les futurs experts de la société de l’information géographique.,,,,2.58698,48.84045,6 avenue Blaise Pascal,77420,Champs sur Marne,1908,http://www.ensg.eu,,,,,,,École
ensiie,ENSIIE,"L'Ecole Nationale Supérieure d'Informatique pour l'Industrie et l'Entreprise délivre une formation organisée autour du triptyque Informatique, Mathématiques et Organisation de l’Entreprise.",,,,2.43274,48.62693,1 square de la résistance,91000,Evry,1968,http://www.ensiie.fr,,ENSIIE,https://www.facebook.com/pages/Ensiie/336912659666354,,http://www.linkedin.com/company/1250448,,École
entertainment-learning,Entertainment Learning,"Entertainment Learning édite English Attack !  un site conçu pour améliorer la pratique de l'anglais avec une approche pédagogique basée sur les médias de divertissement, le jeu éducatif et les réseaux sociaux.",,,,2.37261,48.858379,28 rue du Chemin Vert,75011,Paris,2009,http://www.english-attack.com,,EnglishAttack,http://www.facebook.com/EnglishAttack,,,,Entreprise
entreprise-facile,Entreprise Facile,CRM et facturation sur le cloud pour TPE et PME,,,,2.309120005000409,48.85872999600048,16 rue de la Comète,75007,Paris,2007,http://www.entreprise-facile.com,gbesse@entreprise-facile.com,facile_features,https://www.facebook.com/communautedesentrepreneurs,,,,Entreprise
epagine,ePagine,ePagine fournit des solutions pour le livre numérique à destination des éditeurs et des libraires.,,,,2.30928,48.818699,76 avenue Pierre Brossolette,92240,Malakoff,2008,http://www.epagine.fr,,ePagine_Actu,,,,,Entreprise
epawn,ePawn,ePawn intègre des objets réels dans des environnements virtuels.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2010,http://www.epawn.fr,,ePawn,https://www.facebook.com/epawn,,http://www.linkedin.com/company/1119256,,Entreprise
epita,EPITA,L'Ecole Pour l'Informatique et les Techniques Avancées est une école d'ingénieurs en informatique.,,,,2.362014,48.81586,14 rue Voltaire,94270,Le Kremlin Bicêtre,1984,http://www.epita.fr,,epita,https://www.facebook.com/epita,,,,École
epitech,EPITECH,L'Ecole Pour l'informatique et les nouvelles TECHnologies est une école d'ingénieurs en informatique qui forme des experts en innovation grâce à un modèle d'enseignement par projet.,,,,2.36309,48.815399,24 rue Pasteur,94270,Le Kremlin Bicêtre,1999,http://www.epitech.eu,,epitech,https://www.facebook.com/epitech,,http://www.linkedin.com/company/163660,,École
epresspack,EPressPack,ePressPack est spécialisée dans les solutions de communication multicanale et multimedia.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2011,http://www.epresspack.com,,,,,http://www.linkedin.com/company/2613152,,Entreprise
epsi,EPSI,L'Ecole Privée des Sciences Informatiques forme des spécialistes de haut niveau en ingénierie informatique.,,,,2.296137,48.891513,28 rue d'Alsace,92300,Levallois Perret,1961,http://www.epsi.fr,,,,https://plus.google.com/116901924360046154724,http://www.linkedin.com/company/55016,,École
eptica-lingway,Eptica Lingway,"Eptica Lingway édite une gamme de solutions logicielles, multicanal et multilingues, qui permettent de développer et de gérer en temps réel les interactions clients.",,,,2.23132,48.833721,95 rue de Bellevue,92100,Boulogne Billancourt,2001,http://www.lingway.com,,EpticaFrance,https://www.facebook.com/EpticaFrance,,http://www.linkedin.com/company/40548,,Entreprise
eqosphere,Eqosphere,"Plateforme collaborative (web & mobile) d’optimisation et de développement des activités de revalorisation des surplus alimentaires, non alimentaires et des déchets. Connecte l’offre et la demande de surplus entre tous les acteurs professionnels.",,,,2.3356246948242188,48.87261892829001,44 rue Notre-Dame des Victoires,75002,Paris,2013,http://www.eqosphere.com,contact@eqosphere.com,eqosphere,https://www.facebook.com/eqosphere,,,,Entreprise
equinix,Equinix,Equinix est un fournisseur de datacentres.,,,,2.351977,48.92852,114 rue Ambroise Croizat,93200,Saint-Denis,1998,http://www.equinix.fr,,Equinix,https://www.facebook.com/Equinix,https://plus.google.com/108414108167605620391,http://www.linkedin.com/company/equinix,,Entreprise
escen,ESCEN,L'Ecole Supérieure de Commerce et d'Economie Numérique forme les futurs cadres et dirigeants d'entreprises sur le secteur de l'économie numérique.,,,,2.37731,48.889191,7 rue Duvergier,75019,Paris,2011,http://www.escen.fr,,Escen_official,https://www.facebook.com/ESCEN.school,https://plus.google.com/113973497716871532196,http://www.linkedin.com/company/escen---ecole-sup-rieure-de-commerce-et-d'economie-num-rique,http://fr.viadeo.com/fr/company/escen,École
escm,ESCM,"L'Ecole Supérieure de Création et de Multimédia forme des graphistes, infographistes, directeurs artistiques et chefs de projets multimédia directement opérationnels dès la sortie de l’école.",,,,2.37305,48.856899,6 rue froment,75011,Paris,2003,http://www.escm.fr,,,,,,,École
eseniors,Eseniors,Eseniors est une association dont l'activité consiste à initier les seniors et les handicapés aux TICs avec pour objectif de réduire la fracture numérique entre générations et de désenclaver les seniors de leur situation d’isolement.,,,,2.38606,48.855919,19 cité de Phalsbourg,75011,Paris,2005,http://www.e-seniors.asso.fr,,,https://www.facebook.com/pages/E-seniors/108732705910346,,,,Communauté
esiea,ESIEA,"L'Ecole Supérieure d'Informatique Electronique Automatique forme des ingénieurs généralistes des sciences et technologies du numérique, adaptables à leur environnement technique et humain, ainsi qu’aux exigences des différents secteurs d’activité.",,,,2.37831,48.814911,72 avenue Maurice Thorez,94200,Ivry sur Seine,1958,http://www.esiea.fr,,GroupeESIEA,https://www.facebook.com/esiea,https://plus.google.com/105172779855073708268,http://www.linkedin.com/company/26559,,École
esigetel,ESIGETEL,"L'Ecole Supérieure d'Ingénieurs en Informatique et Génie des Télécommunications forme des ingénieurs dans les domaines suivants : Informatique, Réseaux et Technologies Mobiles.",,,,2.36477,48.790402,33 rue Victor Hugo,94800,Villejuif,1986,http://www.esigetel.fr,,ESIGETEL,https://www.facebook.com/esigetel,https://plus.google.com/116598029446034027117,http://www.linkedin.com/company/55013,,École
essec-eclub,ESSEC eclub,ESSEC eclub est le club d'entrepreneuriat de l'ESSEC.,,,,2.078779,49.033215,Avenue Bernard Hirsch,95021,Cergy-Pontoise,2013,http://www.essececlub.com,,essececlub,http://www.facebook.com/essececlub,,,,Communauté
essec-ventures,ESSEC Ventures,"Essec Ventures permet aux étudiants qui ont un projet de création d’entreprises d'accèder à du coaching, à des bureaux et à un soutien logistique et administratif.",,,,2.078779,49.033215,Avenue Bernard Hirsch,95000,Cergy,,http://www.essec.fr/lessec/essec-ventures/,,essecventures,,,,,Incubateur
etalab,Etalab,Etalab est un service du Premier Ministre en charge de l'ouverture des données publiques et du développement de la plateforme Open Data de l'Etat français.,,,,2.30872,48.850651,20 avenue de Ségur,75007,Paris,2012,http://www.etalab.gouv.fr,,Etalab,https://www.facebook.com/etalab,,http://www.linkedin.com/company/2572583,,Acteur public
etechs-compagnie,eTechs & compagnie,"eTechs & compagnie propose une palette de services dédiée à l'édition numérique et développe le eLaunchBook, une plateforme intégrée de promotion et de gestion au service de tous les acteurs de l'édition numérique.",,,,2.35122,48.843559,2 rue Saint-Médard,75005,Paris,2011,http://www.etechsetcompagnie.com,,,https://www.facebook.com/pages/eTechs-et-compagnie/185500344877321,,http://www.linkedin.com/company/2416191,,Entreprise
